state,county,total_votes,percent
South Carolina,Edgefield County,13308,99
South Carolina,Fairfield County,12083,95
South Carolina,Florence County,63918,99
South Carolina,Georgetown County,36608,99
South Carolina,Greenville County,258198,95
South Carolina,Greenwood County,31506,99
South Carolina,Hampton County,9351,95
South Carolina,Horry County,159504,95
South Carolina,Jasper County,14889,99
South Carolina,Kershaw County,33567,99
South Carolina,Lancaster County,43672,95
South Carolina,Laurens County,32000,95
South Carolina,Lee County,8403,99
South Carolina,Lexington County,146512,95
South Carolina,McCormick County,5718,99
South Carolina,Marion County,15222,95
South Carolina,Marlboro County,10553,95
South Carolina,Newberry County,18143,95
South Carolina,Oconee County,40800,95
South Carolina,Orangeburg County,43720,94
South Carolina,Pickens County,59500,95
South Carolina,Richland County,202466,95
South Carolina,Saluda County,9233,99
South Carolina,Spartanburg County,147309,99
South Carolina,Sumter County,48788,99
South Carolina,Union County,13255,99
South Carolina,Williamsburg County,15993,99
South Carolina,York County,137228,95
South Dakota,Aurora County,1479,95
South Dakota,Beadle County,7090,99
South Dakota,Bennett County,1264,94
South Dakota,Bon Homme County,3231,93
South Dakota,Brookings County,14566,99
South Dakota,Brown County,17668,99
South Dakota,Brule County,2500,95
South Dakota,Buffalo County,674,81
South Dakota,Butte County,4873,95
South Dakota,Campbell County,874,95
South Dakota,Charles Mix County,3957,95
South Dakota,Clark County,2016,92
South Dakota,Clay County,5696,99
South Dakota,Codington County,13161,99
South Dakota,Corson County,1261,95
South Dakota,Custer County,5500,95
South Dakota,Davison County,8454,99
South Dakota,Day County,3020,95
South Dakota,Deuel County,2403,95
South Dakota,Dewey County,1992,95
South Dakota,Douglas County,1777,95
South Dakota,Edmunds County,2035,95
South Dakota,Fall River County,3991,95
South Dakota,Faulk County,1184,95
South Dakota,Grant County,3991,94
South Dakota,Gregory County,2261,95
South Dakota,Haakon County,1148,95
South Dakota,Hamlin County,3091,95
South Dakota,Hand County,1943,94
South Dakota,Hanson County,2540,94
South Dakota,Harding County,862,94
South Dakota,Hughes County,8665,99
South Dakota,Hutchinson County,3600,95
South Dakota,Hyde County,771,92
South Dakota,Jackson County,1163,95
South Dakota,Jerauld County,1058,95
South Dakota,Jones County,640,94
South Dakota,Kingsbury County,2886,95
South Dakota,Lake County,5885,99
South Dakota,Lawrence County,13827,99
South Dakota,Lincoln County,32455,99
South Dakota,Lyman County,1649,95
South Dakota,McCook County,2892,95
South Dakota,McPherson County,1277,95
South Dakota,Marshall County,2088,95
South Dakota,Meade County,13800,95
South Dakota,Mellette County,808,95
South Dakota,Miner County,1262,90
South Dakota,Minnehaha County,87655,95
South Dakota,Moody County,3356,95
South Dakota,Oglala Lakota County,3522,91
South Dakota,Pennington County,53472,95
South Dakota,Perkins County,1799,93
South Dakota,Potter County,1452,95
South Dakota,Roberts County,4710,91
South Dakota,Sanborn County,1181,95
South Dakota,Spink County,3197,95
South Dakota,Stanley County,1647,95
South Dakota,Sully County,905,95
South Dakota,Todd County,2625,95
South Dakota,Tripp County,2829,95
South Dakota,Turner County,4659,95
South Dakota,Union County,8855,99
South Dakota,Walworth County,2604,95
South Dakota,Yankton County,11000,95
South Dakota,Ziebach County,806,95
Tennessee,Anderson County,37072,95
Tennessee,Bedford County,18456,95
Tennessee,Benton County,7340,95
Tennessee,Bledsoe County,5780,95
Tennessee,Blount County,66306,99
Tennessee,Bradley County,45968,99
Tennessee,Campbell County,14537,95
Tennessee,Cannon County,6600,95
Tennessee,Carroll County,13042,91
Tennessee,Carter County,24868,99
Tennessee,Cheatham County,20091,99
Tennessee,Chester County,7821,95
Tennessee,Claiborne County,12908,95
Tennessee,Clay County,3509,95
Tennessee,Cocke County,15000,95
Tennessee,Coffee County,24313,99
Tennessee,Crockett County,6378,95
Tennessee,Cumberland County,32307,99
Tennessee,Davidson County,306783,99
Tennessee,Decatur County,5327,95
Tennessee,DeKalb County,8360,95
Tennessee,Dickson County,24342,99
Tennessee,Dyer County,16586,91
Tennessee,Fayette County,24284,94
Tennessee,Fentress County,8506,95
Tennessee,Franklin County,19146,99
Tennessee,Gibson County,22336,99
Tennessee,Giles County,13386,95
Tennessee,Grainger County,10200,95
Tennessee,Greene County,28057,99
Tennessee,Grundy County,5900,95
Tennessee,Hamblen County,24870,95
Tennessee,Hamilton County,165193,95
Tennessee,Hancock County,2760,95
Tennessee,Hardeman County,12109,83
Tennessee,Hardin County,12174,95
Tennessee,Hawkins County,24094,95
Tennessee,Haywood County,8780,85
Tennessee,Henderson County,11852,95
Tennessee,Henry County,15559,95
Tennessee,Hickman County,9900,95
Tennessee,Houston County,3675,95
Tennessee,Humphreys County,8297,95
Tennessee,Jackson County,5181,95
Tennessee,Jefferson County,22921,95
Tennessee,Johnson County,7632,95
Tennessee,Knox County,219869,95
Tennessee,Lake County,2421,84
Tennessee,Lauderdale County,10079,89
Tennessee,Lawrence County,18900,95
Tennessee,Lewis County,5620,95
Tennessee,Lincoln County,16043,95
Tennessee,Loudon County,29375,99
Tennessee,McMinn County,22541,95
Tennessee,McNairy County,11644,95
Tennessee,Macon County,8705,95
Tennessee,Madison County,47214,91
Tennessee,Marion County,12600,95
Tennessee,Marshall County,13765,95
Tennessee,Maury County,46105,99
Tennessee,Meigs County,5550,95
Tennessee,Monroe County,19824,95
Tennessee,Montgomery County,66837,95
Tennessee,Moore County,3630,95
Tennessee,Morgan County,7778,95
Tennessee,Obion County,14780,91
Tennessee,Overton County,9542,95
Tennessee,Perry County,3440,95
Tennessee,Pickett County,3033,95
Tennessee,Polk County,8400,95
Tennessee,Putnam County,33722,95
Tennessee,Rhea County,13297,95
Tennessee,Roane County,25914,99
Tennessee,Robertson County,32585,95
Tennessee,Rutherford County,143888,99
Tennessee,Scott County,9100,95
Tennessee,Sequatchie County,6844,95
Tennessee,Sevier County,43574,99
Tennessee,Shelby County,354551,99
Tennessee,Smith County,9070,95
Tennessee,Stewart County,6369,95
Tennessee,Sullivan County,77253,95
Tennessee,Sumner County,88709,95
Tennessee,Tipton County,28943,94
Tennessee,Trousdale County,3798,95
Tennessee,Unicoi County,8648,95
Tennessee,Union County,7247,95
Tennessee,Van Buren County,2806,95
Tennessee,Warren County,16361,95
Tennessee,Washington County,59430,99
Tennessee,Wayne County,6794,95
Tennessee,Weakley County,15306,90
Tennessee,White County,11395,95
Tennessee,Williamson County,123265,95
Tennessee,Wilson County,74092,99
Texas,Anderson County,20048,95
Texas,Andrews County,5837,95
Texas,Angelina County,35322,95
Texas,Aransas County,12414,95
Texas,Archer County,5288,91
Texas,Armstrong County,1260,88
Texas,Atascosa County,17775,95
Texas,Austin County,15153,95
Texas,Bailey County,2361,79
Texas,Bandera County,12614,95
Texas,Bastrop County,33601,95
Texas,Baylor County,1880,89
Texas,Bee County,10020,94
Texas,Bell County,117276,95
Texas,Bexar County,766539,95
Texas,Blanco County,7019,95
Texas,Borden County,475,87
Texas,Bosque County,9256,95
Texas,Bowie County,41804,91
Texas,Brazoria County,149605,95
Texas,Brazos County,84753,99
Texas,Brewster County,4805,99
Texas,Briscoe County,957,76
Texas,Brooks County,3375,74
Texas,Brown County,16564,95
Texas,Burleson County,8219,95
Texas,Burnet County,23708,95
Texas,Caldwell County,14280,95
Texas,Calhoun County,8225,95
Texas,Callahan County,6589,95
Texas,Cameron County,119703,95
Texas,Camp County,5364,94
Texas,Carson County,3659,84
Texas,Cass County,14577,95
Texas,Castro County,2755,76
Texas,Chambers County,19823,95
Texas,Cherokee County,19827,95
Texas,Childress County,2461,92
Texas,Clay County,5971,95
Texas,Cochran County,1192,84
Texas,Coke County,1681,95
Texas,Coleman County,4302,95
Texas,Collin County,486391,99
Texas,Collingsworth County,1365,89
Texas,Colorado County,10053,95
Texas,Comal County,87942,99
Texas,Comanche County,6184,95
Texas,Concho County,1261,95
Texas,Cooke County,18842,95
Texas,Coryell County,21555,95
Texas,Cottle County,963,69
Texas,Crane County,1799,84
Texas,Crockett County,1894,83
Texas,Crosby County,2110,93
Texas,Culberson County,1143,76
Texas,Dallam County,1823,88
Texas,Dallas County,986665,93
Texas,Dawson County,4301,88
Texas,Deaf Smith County,5602,82
Texas,Delta County,2693,95
Texas,Denton County,416610,99
Texas,DeWitt County,8082,95
Texas,Dickens County,1325,74
Texas,Dimmit County,4193,87
Texas,Donley County,1811,91
Texas,Duval County,5647,89
Texas,Eastland County,8223,95
Texas,Ector County,43138,95
Texas,Edwards County,1267,84
Texas,Ellis County,85566,99
Texas,El Paso County,278210,92
Texas,Erath County,17152,95
Texas,Falls County,6415,95
Texas,Fannin County,14223,95
Texas,Fayette County,13195,95
Texas,Fisher County,2042,89
Texas,Floyd County,2463,83
Texas,Foard County,667,83
Texas,Fort Bend County,340686,95
Texas,Franklin County,5407,92
Texas,Freestone County,9074,95
Texas,Frio County,5720,92
Texas,Gaines County,5456,95
Texas,Galveston County,151732,95
Texas,Garza County,1842,90
Texas,Gillespie County,16761,94
Texas,Glasscock County,785,83
Texas,Goliad County,4378,91
Texas,Gonzales County,7480,95
Texas,Gray County,8745,89
Texas,Grayson County,55994,95
Texas,Gregg County,49302,95
Texas,Grimes County,11258,95
Texas,Guadalupe County,71385,95
Texas,Hale County,10460,91
Texas,Hall County,1308,89
Texas,Hamilton County,4275,95
Texas,Hansford County,2317,88
Texas,Hardeman County,1787,88
Texas,Hardin County,26901,95
Texas,Harris County,1705746,95
Texas,Harrison County,31350,94
Texas,Hartley County,2305,90
Texas,Haskell County,2374,93
Texas,Hays County,91536,95
Texas,Hemphill County,2002,86
Texas,Henderson County,35481,95
Texas,Hidalgo County,225468,95
Texas,Hill County,14843,99
Texas,Hockley County,8633,94
Texas,Hood County,32582,99
Texas,Hopkins County,15987,95
Texas,Houston County,9864,95
Texas,Howard County,10301,95
Texas,Hudspeth County,1132,95
Texas,Hunt County,37262,95
Texas,Hutchinson County,9631,91
Texas,Irion County,1024,87
Texas,Jack County,3956,95
Texas,Jackson County,6262,95
Texas,Jasper County,15961,95
Texas,Jeff Davis County,1510,86
Texas,Jefferson County,104649,90
Texas,Jim Hogg County,2755,74
Texas,Jim Wells County,16093,84
Texas,Johnson County,71928,99
Texas,Jones County,7038,95
Texas,Karnes County,4957,95
Texas,Kaufman County,48730,95
Texas,Kendall County,25521,95
Texas,Kenedy County,242,80
Texas,Kent County,564,82
Texas,Kerr County,28762,95
Texas,Kimble County,2305,95
Texas,King County,207,77
Texas,Kinney County,1859,86
Texas,Kleberg County,12366,89
Texas,Knox County,1783,82
Texas,Lamar County,21338,99
Texas,Lamb County,4831,91
Texas,Lampasas County,9690,95
Texas,La Salle County,2677,90
Texas,Lavaca County,10228,95
Texas,Lee County,7718,95
Texas,Leon County,8785,95
Texas,Liberty County,28657,95
Texas,Limestone County,9139,95
Texas,Lipscomb County,1573,86
Texas,Live Oak County,5081,95
Texas,Llano County,12897,95
Texas,Loving County,85,78
Texas,Lubbock County,120204,99
Texas,Lynn County,2373,95
Texas,McCulloch County,3664,94
Texas,McLennan County,97624,95
Texas,McMullen County,654,79
Texas,Madison County,5065,95
Texas,Marion County,5057,95
Texas,Martin County,2081,95
Texas,Mason County,2429,95
Texas,Matagorda County,14402,95
Texas,Maverick County,17664,87
Texas,Medina County,20366,95
Texas,Menard County,1123,91
Texas,Midland County,60756,95
Texas,Milam County,10231,95
Texas,Mills County,2652,94
Texas,Mitchell County,2735,94
Texas,Montague County,10160,95
Texas,Montgomery County,259565,95
Texas,Moore County,6240,88
Texas,Morris County,6066,91
Texas,Motley County,800,82
Texas,Nacogdoches County,27929,95
Texas,Navarro County,19406,95
Texas,Newton County,6911,88
Texas,Nolan County,5736,93
Texas,Nueces County,135727,94
Texas,Ochiltree County,3545,89
Texas,Oldham County,1232,82
Texas,Orange County,37789,95
Texas,Palo Pinto County,12128,95
Texas,Panola County,12300,93
Texas,Parker County,78000,95
Texas,Parmer County,3309,80
Texas,Pecos County,5441,86
Texas,Polk County,23444,95
Texas,Potter County,33177,99
Texas,Presidio County,2870,77
Texas,Rains County,5551,95
Texas,Randall County,68884,95
Texas,Reagan County,1175,95
Texas,Real County,1985,95
Texas,Red River County,6094,95
Texas,Reeves County,4139,89
Texas,Refugio County,3481,95
Texas,Roberts County,720,76
Texas,Robertson County,8605,94
Texas,Rockwall County,50672,95
Texas,Runnels County,4467,95
Texas,Rusk County,22430,95
Texas,Sabine County,5492,95
Texas,San Augustine County,4358,92
Texas,San Jacinto County,12214,95
Texas,San Patricio County,25280,99
Texas,San Saba County,2783,93
Texas,Schleicher County,1251,93
Texas,Scurry County,6246,94
Texas,Shackelford County,1857,88
Texas,Shelby County,10952,92
Texas,Sherman County,1349,73
Texas,Smith County,99521,99
Texas,Somervell County,4811,95
Texas,Starr County,17600,95
Texas,Stephens County,4087,93
Texas,Sterling County,823,78
Texas,Stonewall County,911,81
Texas,Sutton County,1936,80
Texas,Swisher County,2676,88
Texas,Tarrant County,869068,95
Texas,Taylor County,54924,99
Texas,Terrell County,719,64
Texas,Terry County,4378,82
Texas,Throckmorton County,1057,85
Texas,Titus County,11123,95
Texas,Tom Green County,47505,94
Texas,Travis County,609336,95
Texas,Trinity County,7362,94
Texas,Tyler County,9466,95
Texas,Upshur County,18910,95
Texas,Upton County,1591,86
Texas,Uvalde County,11653,89
Texas,Val Verde County,17702,81
Texas,Van Zandt County,25850,95
Texas,Victoria County,36753,93
Texas,Walker County,23641,99
Texas,Waller County,19820,95
Texas,Ward County,4069,95
Texas,Washington County,18306,95
Texas,Webb County,73977,92
Texas,Wharton County,17397,95
Texas,Wheeler County,2723,86
Texas,Wichita County,50639,90
Texas,Wilbarger County,4848,93
Texas,Willacy County,6624,84
Texas,Williamson County,285000,95
Texas,Wilson County,22948,95
Texas,Winkler County,2439,87
Texas,Wise County,29258,95
Texas,Wood County,22115,95
Texas,Yoakum County,2994,88
Texas,Young County,9101,91
Texas,Zapata County,4606,84
Texas,Zavala County,4749,92
Utah,Beaver County,3021,95
Utah,Box Elder County,23287,95
Utah,Cache County,54465,95
Utah,Carbon County,9383,94
Utah,Daggett County,614,95
Utah,Davis County,163325,90
Utah,Duchesne County,8192,95
Utah,Emery County,5250,92
Utah,Garfield County,2766,95
Utah,Grand County,5349,94
Utah,Iron County,20832,95
Utah,Juab County,5900,95
Utah,Kane County,4136,94
Utah,Millard County,6186,79
Utah,Morgan County,6127,95
Utah,Piute County,923,94
Utah,Rich County,1309,95
Utah,Salt Lake County,494264,86
Utah,San Juan County,6427,82
Utah,Sanpete County,11994,95
Utah,Sevier County,10212,95
Utah,Summit County,24356,95
Utah,Tooele County,28000,95
Utah,Uintah County,15100,95
Utah,Utah County,237830,95
Utah,Wasatch County,14302,95
Utah,Washington County,77000,95
Utah,Wayne County,1677,95
Utah,Weber County,100346,95
Vermont,Jamaica,575,95
Vermont,Jay,274,95
Vermont,Jericho,3724,95
Vermont,Johnson,1600,95
Vermont,Kirby,295,95
Vermont,Landgrove,115,0
Vermont,Leicester,551,95
Vermont,Lemington,62,79
Vermont,Lincoln,886,95
Vermont,Londonderry,1055,95
Vermont,Barnet,1079,95
Vermont,Lowell,485,95
Vermont,Ludlow,1236,95
Vermont,Lunenburg,650,95
Vermont,Lyndon,2500,95
Vermont,Maidstone,131,95
Vermont,Manchester,2680,95
Vermont,Marlboro,644,95
Vermont,Marshfield,968,95
Vermont,Mendon,715,95
Vermont,Middlebury,4350,95
Vermont,Barre,3800,95
Vermont,Middlesex,1275,95
Vermont,Middletown Springs,560,95
Vermont,Milton,5678,95
Vermont,Monkton,1346,95
Vermont,Montgomery,737,95
Vermont,Montpelier,5344,95
Vermont,Moretown,1180,95
Vermont,Morgan,381,95
Vermont,Morristown,3220,95
Vermont,Mount Holly,856,95
Vermont,Barre Town,4668,95
Vermont,Mount Tabor,106,95
Vermont,Newark,337,95
Vermont,Newbury,1192,95
Vermont,Newfane,1200,95
Vermont,New Haven,1207,95
Vermont,Newport,1737,95
Vermont,Newport Town,787,95
Vermont,Northfield,2490,95
Vermont,North Hero,696,95
Vermont,Norton,104,95
Vermont,Barton,1300,95
Vermont,Norwich,2600,95
Vermont,Orange,603,95
Vermont,Orwell,726,95
Vermont,Panton,379,95
Vermont,Pawlet,900,95
Vermont,Peacham,547,95
Vermont,Peru,259,95
Vermont,Pittsfield,329,95
Vermont,Pittsford,1710,95
Vermont,Plainfield,757,95
Vermont,Belvidere,177,95
Vermont,Plymouth,390,95
Vermont,Pomfret,670,95
Vermont,Poultney,1613,95
Vermont,Pownal,1823,95
Vermont,Proctor,945,95
Vermont,Putney,1468,95
Vermont,Randolph,2524,95
Vermont,Reading,418,95
Vermont,Readsboro,424,95
Vermont,Richford,926,95
Vermont,Bennington,7141,95
Vermont,Richmond,2980,95
Vermont,Ripton,375,95
Vermont,Rochester,726,95
Vermont,Rockingham,2530,95
Vermont,Roxbury,420,95
Vermont,Royalton,1475,95
Vermont,Rupert,438,95
Vermont,Rutland,7949,95
Vermont,Rutland Town,2574,95
Vermont,Ryegate,618,95
Vermont,Benson,569,95
Vermont,St. Albans,3020,95
Vermont,St. Albans Town,3800,95
Vermont,St. George,401,95
Vermont,St. Johnsbury,3400,95
Vermont,Salisbury,622,95
Vermont,Sandgate,243,95
Vermont,Searsburg,65,95
Vermont,Shaftsbury,2300,95
Vermont,Sharon,846,95
Vermont,Sheffield,339,95
Vermont,Berkshire,682,95
Vermont,Shelburne,5360,95
Vermont,Sheldon,1010,95
Vermont,Killington,740,95
Vermont,Shoreham,728,95
Vermont,Shrewsbury,740,93
Vermont,South Burlington,12700,95
Vermont,South Hero,1330,95
Vermont,Springfield,4550,95
Vermont,Stamford,531,95
Vermont,Stannard,112,95
Vermont,Berlin,1519,95
Vermont,Starksboro,1043,95
Vermont,Stockbridge,477,95
Vermont,Stowe,3400,95
Vermont,Strafford,776,95
Vermont,Stratton,160,95
Vermont,Sudbury,357,95
Vermont,Sunderland,675,95
Vermont,Sutton,477,95
Vermont,Swanton,2990,95
Vermont,Thetford,1900,95
Vermont,Bethel,1117,95
Vermont,Addison,868,95
Vermont,Tinmouth,332,95
Vermont,Topsham,643,95
Vermont,Townshend,764,95
Vermont,Troy,724,95
Vermont,Tunbridge,849,95
Vermont,Underhill,2200,95
Vermont,Vergennes,1500,95
Vermont,Vernon,1350,95
Vermont,Vershire,408,95
Vermont,Victory,73,75
Vermont,Bloomfield,123,95
Vermont,Waitsfield,1244,95
Vermont,Walden,581,95
Vermont,Wallingford,1320,95
Vermont,Waltham,308,95
Vermont,Wardsboro,439,95
Vermont,Warren,1300,95
Vermont,Washington,600,95
Vermont,Waterbury,3520,95
Vermont,Waterford,824,95
Vermont,Waterville,420,95
Vermont,Bolton,755,95
Vermont,Weathersfield,1766,95
Vermont,Wells,800,93
Vermont,West Fairlee,333,95
Vermont,Westfield,339,95
Vermont,Westford,1450,95
Vermont,West Haven,149,95
Vermont,Westminster,1820,95
Vermont,Westmore,242,95
Vermont,Weston,467,95
Vermont,West Rutland,1160,95
Vermont,Bradford,1550,95
Vermont,West Windsor,792,95
Vermont,Weybridge,606,95
Vermont,Wheelock,441,95
Vermont,Whiting,221,95
Vermont,Whitingham,719,95
Vermont,Williamstown,1726,95
Vermont,Williston,6900,95
Vermont,Wilmington,1172,95
Vermont,Windham,308,92
Vermont,Windsor,1898,95
Vermont,Braintree,664,95
Vermont,Winhall,579,95
Vermont,Winooski,3720,95
Vermont,Wolcott,894,95
Vermont,Woodbury,590,95
Vermont,Woodford,198,95
Vermont,Woodstock,2118,95
Vermont,Worcester,665,94
Vermont,Brandon,2200,95
Vermont,Brattleboro,6680,95
Vermont,Bridgewater,585,95
Vermont,Bridport,734,95
Vermont,Brighton,627,95
Vermont,Bristol,2157,95
Vermont,Albany,504,95
Vermont,Brookfield,839,95
Vermont,Brookline,321,95
Vermont,Brownington,438,95
Vermont,Brunswick,67,95
Vermont,Burke,922,95
Vermont,Burlington,21209,23
Vermont,Cabot,888,95
Vermont,Calais,1160,95
Vermont,Cambridge,2250,95
Vermont,Canaan,482,95
Vermont,Alburgh,1025,95
Vermont,Castleton,2170,95
Vermont,Cavendish,768,95
Vermont,Charleston,520,95
Vermont,Charlotte,2920,95
Vermont,Chelsea,739,95
Vermont,Chester,1732,95
Vermont,Chittenden,841,95
Vermont,Clarendon,1500,95
Vermont,Colchester,9550,95
Vermont,Concord,632,95
Vermont,Andover,370,95
Vermont,Corinth,758,95
Vermont,Cornwall,825,95
Vermont,Coventry,571,95
Vermont,Craftsbury,769,95
Vermont,Danby,775,95
Vermont,Danville,1466,95
Vermont,Derby,2520,95
Vermont,Dorset,1420,95
Vermont,Dover,877,95
Vermont,Dummerston,1380,95
Vermont,Arlington,1420,95
Vermont,Duxbury,879,95
Vermont,East Haven,164,85
Vermont,East Montpelier,1803,95
Vermont,Eden,628,95
Vermont,Elmore,650,94
Vermont,Enosburgh,1365,93
Vermont,Essex,13500,95
Vermont,Fairfax,3020,95
Vermont,Fairfield,1200,95
Vermont,Fair Haven,1330,95
Vermont,Athens,186,95
Vermont,Fairlee,634,95
Vermont,Fayston,985,95
Vermont,Ferrisburg,1850,95
Vermont,Fletcher,785,95
Vermont,Franklin,703,95
Vermont,Georgia,2685,95
Vermont,Glover,655,95
Vermont,Goshen,138,91
Vermont,Grafton,437,93
Vermont,Granby,49,88
Vermont,Bakersfield,669,95
Vermont,Grand Isle,1450,95
Vermont,Granville,166,95
Vermont,Greensboro,477,95
Vermont,Groton,541,95
Vermont,Guildhall,161,95
Vermont,Guilford,1370,95
Vermont,Halifax,485,95
Vermont,Hancock,178,95
Vermont,Hardwick,1541,95
Vermont,Hartford,5753,95
Vermont,Baltimore,141,95
Vermont,Hartland,2210,95
Vermont,Highgate,1750,95
Vermont,Hinesburg,3100,95
Vermont,Holland,338,95
Vermont,Hubbardton,436,95
Vermont,Huntington,1388,95
Vermont,Hyde Park,1715,95
Vermont,Ira,273,95
Vermont,Irasburg,620,95
Vermont,Isle La Motte,343,95
Vermont,Barnard,637,95
Virginia,Accomack County,17184,95
Virginia,Albemarle County,64182,95
Virginia,Alleghany County,7854,95
Virginia,Amelia County,7548,95
Virginia,Amherst County,16507,95
Virginia,Appomattox County,8408,95
Virginia,Arlington County,143200,90
Virginia,Augusta County,38142,95
Virginia,Bath County,2513,99
Virginia,Bedford County,44630,95
Virginia,Bland County,3366,95
Virginia,Botetourt County,19667,95
Virginia,Brunswick County,9479,84
Virginia,Buchanan County,9382,99
Virginia,Buckingham County,8086,99
Virginia,Campbell County,28898,95
Virginia,Caroline County,15598,95
Virginia,Carroll County,14655,95
Virginia,Charles City County,4971,89
Virginia,Charlotte County,6324,95
Virginia,Chesterfield County,208224,95
Virginia,Clarke County,8619,95
Virginia,Craig County,2996,95
Virginia,Culpeper County,23318,95
Virginia,Cumberland County,5404,95
Virginia,Dickenson County,7376,95
Virginia,Dinwiddie County,14555,95
Virginia,Essex County,6082,95
Virginia,Fairfax County,650396,89
Virginia,Fauquier County,39321,95
Virginia,Floyd County,9329,99
Virginia,Fluvanna County,15620,99
Virginia,Franklin County,29646,99
Virginia,Frederick County,42442,95
Virginia,Giles County,8805,95
Virginia,Gloucester County,20590,95
Virginia,Goochland County,15882,95
Virginia,Grayson County,7811,95
Virginia,Greene County,10083,95
Virginia,Greensville County,4551,99
Virginia,Halifax County,18228,95
Virginia,Hanover County,71002,95
Virginia,Henrico County,193112,90
Virginia,Henry County,25817,99
Virginia,Highland County,1527,99
Virginia,Isle of Wight County,22119,95
Virginia,James City County,48847,95
Virginia,King and Queen County,3880,95
Virginia,King George County,12656,95
Virginia,King William County,9614,95
Virginia,Lancaster County,7295,95
Virginia,Lee County,10274,95
Virginia,Loudoun County,221500,95
Virginia,Louisa County,21740,99
Virginia,Lunenburg County,6140,95
Virginia,Madison County,7324,95
Virginia,Mathews County,5630,95
Virginia,Mecklenburg County,16162,95
Virginia,Middlesex County,6367,95
Virginia,Montgomery County,48687,92
Virginia,Nelson County,8730,95
Virginia,New Kent County,12848,95
Virginia,Northampton County,6806,95
Virginia,Northumberland County,7923,95
Virginia,Nottoway County,7338,95
Virginia,Orange County,18125,95
Virginia,Page County,11515,95
Virginia,Patrick County,9141,95
Virginia,Pittsylvania County,33880,95
Virginia,Powhatan County,19683,99
Virginia,Prince Edward County,9680,95
Virginia,Prince George County,16985,95
Virginia,Prince William County,231915,95
Virginia,Pulaski County,16262,95
Virginia,Rappahannock County,4705,95
Virginia,Richmond County,4040,95
Virginia,Roanoke County,54038,95
Virginia,Rockbridge County,11329,95
Virginia,Rockingham County,39343,95
Virginia,Russell County,13324,99
Virginia,Scott County,10739,99
Virginia,Shenandoah County,21528,95
Virginia,Smyth County,13820,95
Virginia,Southampton County,9719,99
Virginia,Spotsylvania County,65659,95
Virginia,Stafford County,78500,95
Virginia,Surry County,5079,88
Virginia,Sussex County,6410,79
Virginia,Tazewell County,19906,95
Virginia,Warren County,18849,95
Virginia,Washington County,27126,95
Virginia,Westmoreland County,8998,95
Virginia,Wise County,16257,95
Virginia,Wythe County,14307,95
Virginia,York County,38602,95
Virginia,Alexandria city,89409,90
Virginia,Bristol city,7730,95
Virginia,Buena Vista city,2757,99
Virginia,Charlottesville city,26517,91
Virginia,Chesapeake city,132992,94
Virginia,Colonial Heights city,9026,95
Virginia,Covington city,2554,95
Virginia,Danville city,23811,81
Virginia,Emporia city,3177,75
Virginia,Fairfax city,13209,99
Virginia,Falls Church city,9153,95
Virginia,Franklin city,5138,78
Virginia,Fredericksburg city,12710,99
Virginia,Galax city,2548,95
Virginia,Hampton city,78306,83
Virginia,Harrisonburg city,20358,83
Virginia,Hopewell city,10637,90
Virginia,Lexington city,2736,99
Virginia,Lynchburg city,38146,94
Virginia,Manassas city,16174,95
Virginia,Manassas Park city,5491,95
Virginia,Martinsville city,5978,99
Virginia,Newport News city,93580,83
Virginia,Norfolk city,102455,81
Virginia,Norton city,1593,95
Virginia,Petersburg city,18743,75
Virginia,Poquoson city,8120,95
Virginia,Portsmouth city,54103,82
Virginia,Radford city,6885,91
Virginia,Richmond city,122111,85
Virginia,Roanoke city,42063,95
Virginia,Salem city,12893,95
Virginia,Staunton city,11812,95
Virginia,Suffolk city,51023,95
Virginia,Virginia Beach city,255000,95
Virginia,Waynesboro city,9660,95
Virginia,Williamsburg city,6797,99
Virginia,Winchester city,11195,95
Washington,Adams County,5512,93
Washington,Asotin County,11386,95
Washington,Benton County,92031,95
Washington,Chelan County,38387,95
Washington,Clallam County,45376,95
Washington,Clark County,230184,95
Washington,Columbia County,2598,92
Washington,Cowlitz County,52546,95
Washington,Douglas County,18500,95
Washington,Ferry County,4141,95
Washington,Franklin County,27278,95
Washington,Garfield County,1470,95
Washington,Grant County,32598,78
Washington,Grays Harbor County,32987,95
Washington,Island County,49307,95
Washington,Jefferson County,23317,95
Washington,King County,1148274,95
Washington,Kitsap County,142965,95
Washington,Kittitas County,21798,95
Washington,Klickitat County,12384,94
Washington,Lewis County,42800,95
Washington,Lincoln County,6753,95
Washington,Mason County,32470,95
Washington,Okanogan County,19655,86
Washington,Pacific County,12323,95
Washington,Pend Oreille County,8400,95
Washington,Pierce County,395000,95
Washington,San Juan County,12390,95
Washington,Skagit County,64363,88
Washington,Skamania County,6115,99
Washington,Snohomish County,393499,95
Washington,Spokane County,261333,95
Washington,Stevens County,26079,83
Washington,Thurston County,148822,95
Washington,Wahkiakum County,2712,95
Washington,Walla Walla County,29232,80
Washington,Whatcom County,126124,95
Washington,Whitman County,19901,83
Washington,Yakima County,89413,87
West Virginia,Barbour County,6659,95
West Virginia,Berkeley County,49100,95
West Virginia,Boone County,8983,99
West Virginia,Braxton County,5599,95
West Virginia,Brooke County,10631,99
West Virginia,Cabell County,36900,95
West Virginia,Calhoun County,2879,95
West Virginia,Clay County,3313,95
